Country,Region,Year, GDP_pp 
Bhutan,Asia,1/1/2001," 3,045.89 "
Bhutan,Asia,1/1/2006," 3,856.99 "
Bhutan,Asia,1/1/2011," 5,627.01 "
Bolivia,South America,1/1/1901," 1,478.55 "
Bolivia,South America,1/1/1906," 1,549.07 "
Bolivia,South America,1/1/1911," 1,622.95 "
Bolivia,South America,1/1/1916," 1,700.36 "
Bolivia,South America,1/1/1921," 1,781.46 "
Bolivia,South America,1/1/1926," 1,866.43 "
Bolivia,South America,1/1/1931," 1,955.46 "
Bolivia,South America,1/1/1936," 2,048.73 "
Bolivia,South America,1/1/1941," 2,146.44 "
Bolivia,South America,1/1/1946," 2,241.79 "
Bolivia,South America,1/1/1951," 2,653.57 "
Bolivia,South America,1/1/1956," 2,249.19 "
Bolivia,South America,1/1/1961," 2,113.49 "
Bolivia,South America,1/1/1966," 2,493.24 "
Bolivia,South America,1/1/1971," 2,906.44 "
Bolivia,South America,1/1/1976," 3,490.00 "
Bolivia,South America,1/1/1981," 3,358.19 "
Bolivia,South America,1/1/1986," 2,734.54 "
Bolivia,South America,1/1/1991," 2,982.23 "
Bolivia,South America,1/1/1996," 3,234.03 "
Bolivia,South America,1/1/2001," 3,390.16 "
Bolivia,South America,1/1/2006," 3,712.77 "
Bolivia,South America,1/1/2011," 4,224.95 "
Bosnia and Herzegovina,Europe,1/1/1901, 615.97 
Bosnia and Herzegovina,Europe,1/1/1906, 666.77 
Bosnia and Herzegovina,Europe,1/1/1911, 710.42 
Bosnia and Herzegovina,Europe,1/1/1916, 702.97 
Bosnia and Herzegovina,Europe,1/1/1921, 699.98 
Bosnia and Herzegovina,Europe,1/1/1926, 849.17 
Bosnia and Herzegovina,Europe,1/1/1931, 847.43 
Bosnia and Herzegovina,Europe,1/1/1936, 853.69 
Bosnia and Herzegovina,Europe,1/1/1941, 932.31 
Bosnia and Herzegovina,Europe,1/1/1946, 892.04 
Bosnia and Herzegovina,Europe,1/1/1951," 1,069.50 "
Bosnia and Herzegovina,Europe,1/1/1956," 1,170.76 "
Bosnia and Herzegovina,Europe,1/1/1961," 1,694.86 "
Bosnia and Herzegovina,Europe,1/1/1966," 2,154.29 "
Bosnia and Herzegovina,Europe,1/1/1971," 2,790.00 "
Bosnia and Herzegovina,Europe,1/1/1976," 3,319.88 "
Bosnia and Herzegovina,Europe,1/1/1981," 4,123.10 "
Bosnia and Herzegovina,Europe,1/1/1986," 4,383.55 "
Bosnia and Herzegovina,Europe,1/1/1991," 3,378.38 "
Bosnia and Herzegovina,Europe,1/1/1996," 3,487.83 "
Bosnia and Herzegovina,Europe,1/1/2001," 5,880.63 "
Bosnia and Herzegovina,Europe,1/1/2006," 6,892.99 "
Bosnia and Herzegovina,Europe,1/1/2011," 7,705.63 "
Botswana,Sub-Saharan Africa,1/1/1901, 595.04 
Botswana,Sub-Saharan Africa,1/1/1906, 609.12 
Botswana,Sub-Saharan Africa,1/1/1911, 623.54 
Botswana,Sub-Saharan Africa,1/1/1916, 643.38 
Botswana,Sub-Saharan Africa,1/1/1921, 667.37 
Botswana,Sub-Saharan Africa,1/1/1926, 692.25 
Botswana,Sub-Saharan Africa,1/1/1931, 718.07 
Botswana,Sub-Saharan Africa,1/1/1936, 744.84 
Botswana,Sub-Saharan Africa,1/1/1941, 772.62 
Botswana,Sub-Saharan Africa,1/1/1946, 801.43 
Botswana,Sub-Saharan Africa,1/1/1951, 840.94 
Botswana,Sub-Saharan Africa,1/1/1956, 905.91 
Botswana,Sub-Saharan Africa,1/1/1961, 971.44 
Botswana,Sub-Saharan Africa,1/1/1966," 1,119.01 "
Botswana,Sub-Saharan Africa,1/1/1971," 1,769.34 "
Botswana,Sub-Saharan Africa,1/1/1976," 3,271.32 "
Botswana,Sub-Saharan Africa,1/1/1981," 4,399.13 "
Botswana,Sub-Saharan Africa,1/1/1986," 5,889.64 "
Botswana,Sub-Saharan Africa,1/1/1991," 7,964.58 "
Botswana,Sub-Saharan Africa,1/1/1996," 8,281.92 "
Botswana,Sub-Saharan Africa,1/1/2001," 10,543.61 "
Botswana,Sub-Saharan Africa,1/1/2006," 12,574.18 "
Botswana,Sub-Saharan Africa,1/1/2011," 13,689.43 "
Brazil,South America,1/1/1901, 648.48 
Brazil,South America,1/1/1906, 696.97 
Brazil,South America,1/1/1911, 737.66 
Brazil,South America,1/1/1916, 729.69 
Brazil,South America,1/1/1921, 874.14 
Brazil,South America,1/1/1926, 989.10 
Brazil,South America,1/1/1931," 1,056.70 "
Brazil,South America,1/1/1936," 1,374.69 "
Brazil,South America,1/1/1941," 1,443.76 "
Brazil,South America,1/1/1946," 1,695.26 "
Brazil,South America,1/1/1951," 2,020.23 "
Brazil,South America,1/1/1956," 2,376.50 "
Brazil,South America,1/1/1961," 3,214.19 "
Brazil,South America,1/1/1966," 3,385.40 "
Brazil,South America,1/1/1971," 4,554.85 "
Brazil,South America,1/1/1976," 6,500.65 "
Brazil,South America,1/1/1981," 7,128.81 "
Brazil,South America,1/1/1986," 7,685.06 "
Brazil,South America,1/1/1991," 7,097.83 "
Brazil,South America,1/1/1996," 7,810.20 "
Brazil,South America,1/1/2001," 8,022.52 "
Brazil,South America,1/1/2006," 8,842.43 "
Brazil,South America,1/1/2011," 10,383.07 "
Brunei,Asia,1/1/1901," 1,315.52 "
Brunei,Asia,1/1/1906," 1,337.02 "
Brunei,Asia,1/1/1911," 1,358.87 "
Brunei,Asia,1/1/1916," 1,381.08 "
Brunei,Asia,1/1/1921," 1,403.65 "
Brunei,Asia,1/1/1926," 1,426.59 "
Brunei,Asia,1/1/1931," 1,954.92 "
Brunei,Asia,1/1/1936," 4,194.17 "
Brunei,Asia,1/1/1941," 8,998.34 "
Brunei,Asia,1/1/1946," 19,305.43 "
Brunei,Asia,1/1/1951," 36,112.81 "
Brunei,Asia,1/1/1956," 39,039.44 "
Brunei,Asia,1/1/1961," 42,203.24 "
Brunei,Asia,1/1/1966," 45,623.43 "
Brunei,Asia,1/1/1971," 51,244.66 "
Brunei,Asia,1/1/1976," 67,973.72 "
Brunei,Asia,1/1/1981," 61,817.06 "
Brunei,Asia,1/1/1986," 54,048.44 "
Brunei,Asia,1/1/1991," 51,141.01 "
Brunei,Asia,1/1/1996," 48,234.28 "
Brunei,Asia,1/1/2001," 48,192.76 "
Brunei,Asia,1/1/2006," 48,736.53 "
Brunei,Asia,1/1/2011," 45,764.67 "
Bulgaria,Europe,1/1/1901," 1,606.73 "
Bulgaria,Europe,1/1/1906," 1,753.10 "
Bulgaria,Europe,1/1/1911," 1,912.69 "
Bulgaria,Europe,1/1/1916," 1,716.87 "
Bulgaria,Europe,1/1/1921," 1,353.32 "
Bulgaria,Europe,1/1/1926," 1,509.70 "
Bulgaria,Europe,1/1/1931," 1,876.69 "
Bulgaria,Europe,1/1/1936," 1,927.59 "
Bulgaria,Europe,1/1/1941," 2,022.66 "
Bulgaria,Europe,1/1/1946," 1,509.66 "
Bulgaria,Europe,1/1/1951," 2,567.42 "
Bulgaria,Europe,1/1/1956," 2,747.38 "
Bulgaria,Europe,1/1/1961," 3,966.09 "
Bulgaria,Europe,1/1/1966," 5,325.95 "
Bulgaria,Europe,1/1/1971," 6,328.50 "
Bulgaria,Europe,1/1/1976," 7,722.87 "
Bulgaria,Europe,1/1/1981," 7,987.02 "
Bulgaria,Europe,1/1/1986," 8,236.46 "
Bulgaria,Europe,1/1/1991," 6,710.70 "
Bulgaria,Europe,1/1/1996," 6,250.97 "
Bulgaria,Europe,1/1/2001," 7,264.61 "
Bulgaria,Europe,1/1/2006," 10,013.13 "
Bulgaria,Europe,1/1/2011," 11,464.12 "
Burkina Faso,Sub-Saharan Africa,1/1/1901, 491.66 
Burkina Faso,Sub-Saharan Africa,1/1/1906, 494.06 
Burkina Faso,Sub-Saharan Africa,1/1/1911, 496.47 
Burkina Faso,Sub-Saharan Africa,1/1/1916, 498.90 
Burkina Faso,Sub-Saharan Africa,1/1/1921, 501.33 
Burkina Faso,Sub-Saharan Africa,1/1/1926, 503.78 
Burkina Faso,Sub-Saharan Africa,1/1/1931, 506.25 
Burkina Faso,Sub-Saharan Africa,1/1/1936, 508.72 
Burkina Faso,Sub-Saharan Africa,1/1/1941, 511.20 
Burkina Faso,Sub-Saharan Africa,1/1/1946, 513.70 
Burkina Faso,Sub-Saharan Africa,1/1/1951, 529.66 
Burkina Faso,Sub-Saharan Africa,1/1/1956, 601.99 
Burkina Faso,Sub-Saharan Africa,1/1/1961, 684.80 
Burkina Faso,Sub-Saharan Africa,1/1/1966, 737.83 
Burkina Faso,Sub-Saharan Africa,1/1/1971, 831.90 
Burkina Faso,Sub-Saharan Africa,1/1/1976, 709.39 
Burkina Faso,Sub-Saharan Africa,1/1/1981, 809.75 
Burkina Faso,Sub-Saharan Africa,1/1/1986, 955.40 
Burkina Faso,Sub-Saharan Africa,1/1/1991, 938.09 
Burkina Faso,Sub-Saharan Africa,1/1/1996, 929.21 
Burkina Faso,Sub-Saharan Africa,1/1/2001," 1,029.97 "
Burkina Faso,Sub-Saharan Africa,1/1/2006," 1,176.15 "
Burkina Faso,Sub-Saharan Africa,1/1/2011," 1,291.74 "
Burundi,Sub-Saharan Africa,1/1/1901, 364.72 
Burundi,Sub-Saharan Africa,1/1/1906, 360.14 
Burundi,Sub-Saharan Africa,1/1/1911, 355.62 
Burundi,Sub-Saharan Africa,1/1/1916, 351.15 
Burundi,Sub-Saharan Africa,1/1/1921, 346.74 
Burundi,Sub-Saharan Africa,1/1/1926, 342.38 
Burundi,Sub-Saharan Africa,1/1/1931, 338.08 
Burundi,Sub-Saharan Africa,1/1/1936, 333.84 
Burundi,Sub-Saharan Africa,1/1/1941, 329.64 
Burundi,Sub-Saharan Africa,1/1/1946, 325.50 
Burundi,Sub-Saharan Africa,1/1/1951, 334.76 
Burundi,Sub-Saharan Africa,1/1/1956, 372.00 
Burundi,Sub-Saharan Africa,1/1/1961, 333.27 
Burundi,Sub-Saharan Africa,1/1/1966, 387.47 
Burundi,Sub-Saharan Africa,1/1/1971, 510.51 
Burundi,Sub-Saharan Africa,1/1/1976, 506.22 
Burundi,Sub-Saharan Africa,1/1/1981, 574.48 
Burundi,Sub-Saharan Africa,1/1/1986, 611.89 
Burundi,Sub-Saharan Africa,1/1/1991, 646.51 
Burundi,Sub-Saharan Africa,1/1/1996, 462.85 
Burundi,Sub-Saharan Africa,1/1/2001, 440.51 
Burundi,Sub-Saharan Africa,1/1/2006, 434.02 
Burundi,Sub-Saharan Africa,1/1/2011, 476.63 
Cambodia,Asia,1/1/1901, 723.53 
Cambodia,Asia,1/1/1906, 734.78 
Cambodia,Asia,1/1/1911, 746.20 
Cambodia,Asia,1/1/1916, 757.79 
Cambodia,Asia,1/1/1921, 769.57 
Cambodia,Asia,1/1/1926, 781.53 
Cambodia,Asia,1/1/1931, 793.68 
Cambodia,Asia,1/1/1936, 806.01 
Cambodia,Asia,1/1/1941, 818.54 
Cambodia,Asia,1/1/1946, 831.26 
Cambodia,Asia,1/1/1951, 849.20 
Cambodia,Asia,1/1/1956, 998.04 
Cambodia,Asia,1/1/1961," 1,128.87 "
Cambodia,Asia,1/1/1966," 1,221.76 "
Cambodia,Asia,1/1/1971," 1,168.63 "
Cambodia,Asia,1/1/1976, 846.38 
Cambodia,Asia,1/1/1981, 623.27 
Cambodia,Asia,1/1/1986, 599.94 
Cambodia,Asia,1/1/1991, 799.45 
Cambodia,Asia,1/1/1996, 804.41 
Cambodia,Asia,1/1/2001," 1,046.82 "
Cambodia,Asia,1/1/2006," 1,571.44 "
Cambodia,Asia,1/1/2011," 1,970.34 "
Cameroon,Sub-Saharan Africa,1/1/1901, 755.86 
Cameroon,Sub-Saharan Africa,1/1/1906, 773.75 
Cameroon,Sub-Saharan Africa,1/1/1911, 792.06 
Cameroon,Sub-Saharan Africa,1/1/1916, 821.54 
Cameroon,Sub-Saharan Africa,1/1/1921, 859.62 
Cameroon,Sub-Saharan Africa,1/1/1926, 899.46 
Cameroon,Sub-Saharan Africa,1/1/1931, 941.15 
Cameroon,Sub-Saharan Africa,1/1/1936, 984.77 
Cameroon,Sub-Saharan Africa,1/1/1941," 1,030.41 "
Cameroon,Sub-Saharan Africa,1/1/1946," 1,078.17 "
Cameroon,Sub-Saharan Africa,1/1/1951," 1,145.39 "
Cameroon,Sub-Saharan Africa,1/1/1956," 1,284.39 "
Cameroon,Sub-Saharan Africa,1/1/1961," 1,380.62 "
Cameroon,Sub-Saharan Africa,1/1/1966," 1,495.91 "
Cameroon,Sub-Saharan Africa,1/1/1971," 1,649.53 "
Cameroon,Sub-Saharan Africa,1/1/1976," 1,739.50 "
Cameroon,Sub-Saharan Africa,1/1/1981," 2,256.63 "
Cameroon,Sub-Saharan Africa,1/1/1986," 2,824.45 "
Cameroon,Sub-Saharan Africa,1/1/1991," 1,903.16 "
Cameroon,Sub-Saharan Africa,1/1/1996," 1,652.43 "
Cameroon,Sub-Saharan Africa,1/1/2001," 1,857.15 "
Cameroon,Sub-Saharan Africa,1/1/2006," 2,003.19 "
Cameroon,Sub-Saharan Africa,1/1/2011," 2,049.28 "
Canada,North America,1/1/1901," 4,493.99 "
Canada,North America,1/1/1906," 5,581.55 "
Canada,North America,1/1/1911," 6,113.16 "
Canada,North America,1/1/1916," 6,742.36 "
Canada,North America,1/1/1921," 4,871.63 "
Canada,North America,1/1/1926," 6,526.05 "
Canada,North America,1/1/1931," 5,810.09 "
Canada,North America,1/1/1936," 5,984.97 "
Canada,North America,1/1/1941," 8,780.77 "
Canada,North America,1/1/1946," 10,058.50 "
Canada,North America,1/1/1951," 10,932.47 "
Canada,North America,1/1/1956," 12,555.55 "
Canada,North America,1/1/1961," 12,817.92 "
Canada,North America,1/1/1966," 15,884.84 "
Canada,North America,1/1/1971," 18,229.64 "
Canada,North America,1/1/1976," 21,626.09 "
Canada,North America,1/1/1981," 23,904.53 "
Canada,North America,1/1/1986," 25,921.17 "
Canada,North America,1/1/1991," 26,491.60 "
Canada,North America,1/1/1996," 28,074.84 "
Canada,North America,1/1/2001," 32,570.57 "
Canada,North America,1/1/2006," 35,644.47 "
Canada,North America,1/1/2011," 35,741.47 "
Cape Verde,Sub-Saharan Africa,1/1/1901, 474.21 
Cape Verde,Sub-Saharan Africa,1/1/1906, 484.05 
Cape Verde,Sub-Saharan Africa,1/1/1911, 494.09 
Cape Verde,Sub-Saharan Africa,1/1/1916, 504.35 
Cape Verde,Sub-Saharan Africa,1/1/1921, 514.81 
Cape Verde,Sub-Saharan Africa,1/1/1926, 525.49 
Cape Verde,Sub-Saharan Africa,1/1/1931, 536.40 
Cape Verde,Sub-Saharan Africa,1/1/1936, 547.53 
Cape Verde,Sub-Saharan Africa,1/1/1941, 558.89 
Cape Verde,Sub-Saharan Africa,1/1/1946, 570.48 
Cape Verde,Sub-Saharan Africa,1/1/1951, 587.25 
Cape Verde,Sub-Saharan Africa,1/1/1956, 604.27 
Cape Verde,Sub-Saharan Africa,1/1/1961, 676.65 
Cape Verde,Sub-Saharan Africa,1/1/1966, 754.17 
Cape Verde,Sub-Saharan Africa,1/1/1971, 730.46 
Cape Verde,Sub-Saharan Africa,1/1/1976, 671.08 
Cape Verde,Sub-Saharan Africa,1/1/1981," 1,165.56 "
Cape Verde,Sub-Saharan Africa,1/1/1986," 1,408.06 "
Cape Verde,Sub-Saharan Africa,1/1/1991," 1,566.56 "
Cape Verde,Sub-Saharan Africa,1/1/1996," 1,788.78 "
Cape Verde,Sub-Saharan Africa,1/1/2001," 2,406.57 "
Cape Verde,Sub-Saharan Africa,1/1/2006," 3,071.66 "
Cape Verde,Sub-Saharan Africa,1/1/2011," 3,787.64 "
Chad,Sub-Saharan Africa,1/1/1901, 585.29 
Chad,Sub-Saharan Africa,1/1/1906, 599.15 
Chad,Sub-Saharan Africa,1/1/1911, 613.32 
Chad,Sub-Saharan Africa,1/1/1916, 649.94 
Chad,Sub-Saharan Africa,1/1/1921, 704.82 
Chad,Sub-Saharan Africa,1/1/1926, 764.33 
Chad,Sub-Saharan Africa,1/1/1931, 828.86 
Chad,Sub-Saharan Africa,1/1/1936, 898.84 
Chad,Sub-Saharan Africa,1/1/1941, 974.73 
Chad,Sub-Saharan Africa,1/1/1946," 1,057.03 "
Chad,Sub-Saharan Africa,1/1/1951," 1,153.46 "
Chad,Sub-Saharan Africa,1/1/1956," 1,281.99 "
Chad,Sub-Saharan Africa,1/1/1961," 1,343.29 "
Chad,Sub-Saharan Africa,1/1/1966," 1,215.21 "
Chad,Sub-Saharan Africa,1/1/1971," 1,211.69 "
Chad,Sub-Saharan Africa,1/1/1976," 1,255.78 "
Chad,Sub-Saharan Africa,1/1/1981, 794.80 
Chad,Sub-Saharan Africa,1/1/1986," 1,010.52 "
Chad,Sub-Saharan Africa,1/1/1991," 1,065.94 "
Chad,Sub-Saharan Africa,1/1/1996, 995.10 
Chad,Sub-Saharan Africa,1/1/2001," 1,084.20 "
Chad,Sub-Saharan Africa,1/1/2006," 1,708.94 "
Chad,Sub-Saharan Africa,1/1/2011," 1,726.14 "
Chile,South America,1/1/1901," 2,249.32 "
Chile,South America,1/1/1906," 2,437.44 "
Chile,South America,1/1/1911," 2,921.34 "
Chile,South America,1/1/1916," 2,930.10 "
Chile,South America,1/1/1921," 2,398.38 "
Chile,South America,1/1/1926," 2,884.86 "
Chile,South America,1/1/1931," 2,244.42 "
Chile,South America,1/1/1936," 2,881.79 "
Chile,South America,1/1/1941," 3,178.60 "
Chile,South America,1/1/1946," 3,743.95 "
Chile,South America,1/1/1951," 3,775.99 "
Chile,South America,1/1/1956," 4,004.52 "
Chile,South America,1/1/1961," 4,418.96 "
Chile,South America,1/1/1966," 5,044.56 "
Chile,South America,1/1/1971," 5,664.81 "
Chile,South America,1/1/1976," 4,399.45 "
Chile,South America,1/1/1981," 6,003.99 "
Chile,South America,1/1/1986," 5,290.96 "
Chile,South America,1/1/1991," 6,877.27 "
Chile,South America,1/1/1996," 9,620.05 "
Chile,South America,1/1/2001," 10,665.20 "
Chile,South America,1/1/2006," 12,845.60 "
Chile,South America,1/1/2011," 14,735.14 "
China,Asia,1/1/1901, 803.06 
China,Asia,1/1/1906, 806.96 
China,Asia,1/1/1911, 810.88 
China,Asia,1/1/1916, 845.75 
China,Asia,1/1/1921, 904.31 
China,Asia,1/1/1926, 966.92 
China,Asia,1/1/1931," 1,018.48 "
China,Asia,1/1/1936," 1,068.93 "
China,Asia,1/1/1941, 786.08 
China,Asia,1/1/1946, 546.22 
China,Asia,1/1/1951, 540.70 
China,Asia,1/1/1956, 715.49 
China,Asia,1/1/1961, 567.48 
China,Asia,1/1/1966, 877.50 
China,Asia,1/1/1971, 970.37 
China,Asia,1/1/1976," 1,027.20 "
China,Asia,1/1/1981," 1,319.55 "
China,Asia,1/1/1986," 2,009.22 "
China,Asia,1/1/1991," 2,062.04 "
China,Asia,1/1/1996," 3,020.27 "
China,Asia,1/1/2001," 3,619.43 "
China,Asia,1/1/2006," 5,760.85 "
China,Asia,1/1/2011," 7,781.37 "
Colombia,South America,1/1/1901, 636.89 
Colombia,South America,1/1/1906, 648.17 
Colombia,South America,1/1/1911, 772.97 
Colombia,South America,1/1/1916, 861.89 
Colombia,South America,1/1/1921," 1,024.24 "
Colombia,South America,1/1/1926," 1,255.50 "
Colombia,South America,1/1/1931," 1,345.95 "
Colombia,South America,1/1/1936," 1,641.72 "
Colombia,South America,1/1/1941," 1,768.32 "
Colombia,South America,1/1/1946," 1,913.78 "
Colombia,South America,1/1/1951," 2,079.14 "
Colombia,South America,1/1/1956," 2,321.02 "
Colombia,South America,1/1/1961," 2,443.57 "
Colombia,South America,1/1/1966," 2,657.98 "
Colombia,South America,1/1/1971," 3,095.90 "
Colombia,South America,1/1/1976," 3,706.30 "
Colombia,South America,1/1/1981," 4,424.36 "
Colombia,South America,1/1/1986," 4,719.37 "
Colombia,South America,1/1/1991," 5,321.60 "
Colombia,South America,1/1/1996," 6,022.65 "
Colombia,South America,1/1/2001," 5,738.00 "
Colombia,South America,1/1/2006," 6,648.24 "
Colombia,South America,1/1/2011," 7,817.96 "
Comoros,Sub-Saharan Africa,1/1/1901, 949.16 
Comoros,Sub-Saharan Africa,1/1/1906, 959.19 
Comoros,Sub-Saharan Africa,1/1/1911, 969.32 
Comoros,Sub-Saharan Africa,1/1/1916, 979.55 
Comoros,Sub-Saharan Africa,1/1/1921, 989.90 
Comoros,Sub-Saharan Africa,1/1/1926," 1,000.36 "
Comoros,Sub-Saharan Africa,1/1/1931," 1,010.92 "
Comoros,Sub-Saharan Africa,1/1/1936," 1,021.60 "
Comoros,Sub-Saharan Africa,1/1/1941," 1,032.39 "
Comoros,Sub-Saharan Africa,1/1/1946," 1,043.29 "
Comoros,Sub-Saharan Africa,1/1/1951," 1,090.85 "
Comoros,Sub-Saharan Africa,1/1/1956," 1,193.11 "
Comoros,Sub-Saharan Africa,1/1/1961," 1,320.49 "
Comoros,Sub-Saharan Africa,1/1/1966," 1,847.27 "
Comoros,Sub-Saharan Africa,1/1/1971," 2,167.20 "
Comoros,Sub-Saharan Africa,1/1/1976," 1,298.57 "
Comoros,Sub-Saharan Africa,1/1/1981," 1,247.48 "
Comoros,Sub-Saharan Africa,1/1/1986," 1,296.80 "
Comoros,Sub-Saharan Africa,1/1/1991," 1,183.07 "
Comoros,Sub-Saharan Africa,1/1/1996," 1,158.46 "
Comoros,Sub-Saharan Africa,1/1/2001," 1,083.42 "
Comoros,Sub-Saharan Africa,1/1/2006," 1,054.06 "
Comoros,Sub-Saharan Africa,1/1/2011," 1,023.90 "
"Congo, Rep.",Sub-Saharan Africa,1/1/1901, 565.85 
"Congo, Rep.",Sub-Saharan Africa,1/1/1906, 579.24 
"Congo, Rep.",Sub-Saharan Africa,1/1/1911, 592.95 
"Congo, Rep.",Sub-Saharan Africa,1/1/1916, 661.24 
"Congo, Rep.",Sub-Saharan Africa,1/1/1921, 780.71 
"Congo, Rep.",Sub-Saharan Africa,1/1/1926, 921.76 
"Congo, Rep.",Sub-Saharan Africa,1/1/1931," 1,088.30 "
"Congo, Rep.",Sub-Saharan Africa,1/1/1936," 1,284.93 "
"Congo, Rep.",Sub-Saharan Africa,1/1/1941," 1,517.08 "
"Congo, Rep.",Sub-Saharan Africa,1/1/1946," 1,791.18 "
"Congo, Rep.",Sub-Saharan Africa,1/1/1951," 2,086.26 "
"Congo, Rep.",Sub-Saharan Africa,1/1/1956," 2,277.93 "
"Congo, Rep.",Sub-Saharan Africa,1/1/1961," 2,441.68 "
"Congo, Rep.",Sub-Saharan Africa,1/1/1966," 2,606.33 "
"Congo, Rep.",Sub-Saharan Africa,1/1/1971," 3,049.90 "
"Congo, Rep.",Sub-Saharan Africa,1/1/1976," 3,654.71 "
"Congo, Rep.",Sub-Saharan Africa,1/1/1981," 4,653.12 "
"Congo, Rep.",Sub-Saharan Africa,1/1/1986," 4,302.47 "
"Congo, Rep.",Sub-Saharan Africa,1/1/1991," 4,036.64 "
"Congo, Rep.",Sub-Saharan Africa,1/1/1996," 3,596.92 "
"Congo, Rep.",Sub-Saharan Africa,1/1/2001," 3,397.84 "
"Congo, Rep.",Sub-Saharan Africa,1/1/2006," 3,738.39 "
"Congo, Rep.",Sub-Saharan Africa,1/1/2011," 4,069.65 "
Costa Rica,Central America and the Caribbean,1/1/1901," 1,636.72 "
Costa Rica,Central America and the Caribbean,1/1/1906," 1,729.47 "
Costa Rica,Central America and the Caribbean,1/1/1911," 1,827.48 "
Costa Rica,Central America and the Caribbean,1/1/1916," 1,931.04 "
Costa Rica,Central America and the Caribbean,1/1/1921," 1,930.71 "
Costa Rica,Central America and the Caribbean,1/1/1926," 2,239.72 "
Costa Rica,Central America and the Caribbean,1/1/1931," 1,956.83 "
Costa Rica,Central America and the Caribbean,1/1/1936," 1,988.51 "
Costa Rica,Central America and the Caribbean,1/1/1941," 2,414.62 "
Costa Rica,Central America and the Caribbean,1/1/1946," 2,186.31 "
Costa Rica,Central America and the Caribbean,1/1/1951," 2,425.02 "
Costa Rica,Central America and the Caribbean,1/1/1956," 2,859.88 "
Costa Rica,Central America and the Caribbean,1/1/1961," 3,383.62 "
Costa Rica,Central America and the Caribbean,1/1/1966," 4,049.72 "
Costa Rica,Central America and the Caribbean,1/1/1971," 4,833.79 "
Costa Rica,Central America and the Caribbean,1/1/1976," 5,600.27 "
Costa Rica,Central America and the Caribbean,1/1/1981," 5,817.93 "
Costa Rica,Central America and the Caribbean,1/1/1986," 5,525.60 "
Costa Rica,Central America and the Caribbean,1/1/1991," 5,885.81 "
Costa Rica,Central America and the Caribbean,1/1/1996," 6,444.68 "
Costa Rica,Central America and the Caribbean,1/1/2001," 7,627.11 "
Costa Rica,Central America and the Caribbean,1/1/2006," 9,231.72 "
Costa Rica,Central America and the Caribbean,1/1/2011," 10,427.31 "
Cote d'Ivoire,Sub-Saharan Africa,1/1/1901, 802.21 
Cote d'Ivoire,Sub-Saharan Africa,1/1/1906, 821.19 
Cote d'Ivoire,Sub-Saharan Africa,1/1/1911, 840.63 
Cote d'Ivoire,Sub-Saharan Africa,1/1/1916, 880.79 
Cote d'Ivoire,Sub-Saharan Africa,1/1/1921, 937.31 
Cote d'Ivoire,Sub-Saharan Africa,1/1/1926, 997.45 
Cote d'Ivoire,Sub-Saharan Africa,1/1/1931," 1,061.46 "
Cote d'Ivoire,Sub-Saharan Africa,1/1/1936," 1,129.57 "
Cote d'Ivoire,Sub-Saharan Africa,1/1/1941," 1,202.05 "
Cote d'Ivoire,Sub-Saharan Africa,1/1/1946," 1,279.18 "
Cote d'Ivoire,Sub-Saharan Africa,1/1/1951," 1,366.57 "
Cote d'Ivoire,Sub-Saharan Africa,1/1/1956," 1,478.01 "
Cote d'Ivoire,Sub-Saharan Africa,1/1/1961," 1,714.79 "
Cote d'Ivoire,Sub-Saharan Africa,1/1/1966," 2,120.46 "
Cote d'Ivoire,Sub-Saharan Africa,1/1/1971," 2,364.51 "
