Status de Pagamento,Dia,Mês,Meio de Propaganda,Valor Pago,Chamadas Realizadas,Duração da chamada,Modelo de Treinamento,Nivel de Treinamento,Código de Área,Equipe,Consultor
Pago,1,Mai,WhatsApp,R$ 12000000 ,5,08:10,GK,Fndn. L3,A4,Equipe 4,Theo
Não pago,18,Mar,Televisão,R$ 0 ,1,08:10,,,A7,Equipe 2,Helena
Não pago,2,Jul,Televisão,R$ 0 ,4,08:10,,,C8,Equipe 3,Sophia
Não pago,18,Mar,Televisão,R$ 0 ,1,08:10,,,A7,Equipe 2,Helena
Não pago,2,Jul,Televisão,R$ 0 ,4,08:10,,,C8,Equipe 3,Sophia
Pago,13,Jan,Televisão,R$ 15000000 ,5,08:12,GK,Fndn. L3,B18,Equipe 2,Laura
Pago,11,Fev,Website,R$ 38000000 ,2,08:12,BE,KJI. L4,B13,Equipe 1,Lorena
Pago,12,Mai,Televisão,R$ 7000000 ,1,08:12,GK,Fndn. L1,A7,Equipe 3,João
Pago,27,Ago,Facebook,R$ 25000000 ,4,08:12,GK,Pre. L3,C8,Equipe 1,Lucas
Pago,30,Set,Facebook,R$ 19000000 ,5,08:12,BE,Pre. L3,A4,Equipe 1,Lucas
Pago,19,Set,Facebook,R$ 20000000 ,5,08:12,GK,Fndn. L1,A2,Equipe 1,Lorenzo
Pago,12,Set,Televisão,R$ 11000000 ,5,08:12,GK,Pre. L4,B13,Equipe 4,Bernardo
Pago,21,Out,Televisão,R$ 12000000 ,1,08:12,GK,Pre. L2,A7,Equipe 2,Mathias
Pago,17,Nov,WhatsApp,R$ 12000000 ,4,08:12,GK,Pre. L4,A7,Equipe 4,Theo
Pago,15,Dez,Website,R$ 20000000 ,2,08:12,CNI,Fndn. L5,B12,Equipe 2,Laura
Pago,1,Dez,WhatsApp,R$ 12000000 ,4,08:12,GK,KJI. L4,B12,Equipe 3,Sophia
Pago,13,Jan,Televisão,R$ 15000000 ,5,08:12,GK,Fndn. L3,B18,Equipe 2,Laura
Pago,11,Fev,Website,R$ 38000000 ,2,08:12,BE,KJI. L4,B13,Equipe 1,Lorena
Pago,12,Mai,Televisão,R$ 7000000 ,1,08:12,GK,Fndn. L1,A7,Equipe 3,João
Pago,27,Ago,Facebook,R$ 25000000 ,4,08:12,GK,Pre. L3,C8,Equipe 1,Lucas
Não pago,12,Mar,Google Ad,R$ 0 ,3,08:12,,,C8,Equipe 3,Sophia
Não pago,25,Nov,Televisão,R$ 0 ,1,08:12,,,B18,Equipe 4,Bernardo
Não pago,12,Mar,Google Ad,R$ 0 ,3,08:12,,,C8,Equipe 3,Sophia
Pago,12,Ago,Televisão,R$ 15000000 ,1,08:20,GK,Fndn. L3,A4,Equipe 2,Heitor
Pago,30,Set,Website,R$ 12000000 ,2,08:20,GK,Pre. L4,A1,Equipe 3,Sophia
Pago,6,Set,Facebook,R$ 20000000 ,2,08:20,GK,Fndn. L1,B12,Equipe 1,Lorenzo
Pago,21,Out,Website,R$ 7000000 ,2,08:20,GK,KJI. L4,A1,Equipe 2,Bruno
Pago,22,Out,Google Ad,R$ 15000000 ,5,08:20,GK,Fndn. L1,B18,Equipe 1,Samuel
Pago,12,Out,Website,R$ 15000000 ,4,08:20,GK,Pre. L3,A2,Equipe 2,Laura
Pago,23,Nov,Website,R$ 12000000 ,1,08:20,GK,Fndn. L3,B13,Equipe 1,Davi
Pago,29,Nov,WhatsApp,R$ 12000000 ,2,08:20,GK,Fndn. L1,B18,Equipe 1,Lorenzo
Pago,21,Dez,Televisão,R$ 19000000 ,2,08:20,BE,Pre. L3,A1,Equipe 1,Samuel
Pago,24,Dez,Televisão,R$ 15000000 ,1,08:20,GK,Pre. L8,A2,Equipe 2,Heitor
Não pago,20,Set,Televisão,R$ 0 ,1,08:20,,,B18,Equipe 2,Laura
Não pago,8,Out,WhatsApp,R$ 0 ,5,08:20,,,A7,Equipe 3,Sophia
Não pago,31,Dez,Televisão,R$ 0 ,1,08:20,,,C8,Equipe 4,Theo
Pago,30,Ago,Website,R$ 38000000 ,2,08:40,BE,Pre. L3,A7,Equipe 2,Helena
Pago,28,Set,Televisão,R$ 12000000 ,2,08:40,GK,Fndn. L5,A1,Equipe 4,Bernardo
Pago,28,Set,WhatsApp,R$ 15000000 ,2,08:40,GK,KJI. L4,A1,Equipe 4,Bernardo
Pago,30,Set,Youtube,R$ 15000000 ,4,08:40,GK,Pre. L3,A2,Equipe 2,Heitor
Pago,30,Set,Facebook,R$ 12000000 ,2,08:40,GK,Pre. L3,B12,Equipe 2,Heitor
Pago,6,Set,Youtube,R$ 15000000 ,4,08:40,GK,Fndn. L1,B18,Equipe 2,Heitor
Pago,27,Out,Televisão,R$ 20000000 ,5,08:40,CNI,Pre. L3,C8,Equipe 2,Laura
Pago,11,Out,Google Ad,R$ 7000000 ,1,08:40,GK,KJI. L4,A1,Equipe 3,Sophia
Pago,29,Out,WhatsApp,R$ 12000000 ,2,08:40,GK,Fndn. L3,A1,Equipe 1,Davi
Pago,7,Out,WhatsApp,R$ 12000000 ,7,08:40,GK,KJI. L4,A7,Equipe 3,João
Pago,8,Out,Televisão,R$ 15000000 ,2,08:40,GK,Pre. L8,B12,Equipe 2,Mathias
Pago,11,Out,Website,R$ 20000000 ,5,08:40,GK,Fndn. L1,C8,Equipe 3,Sophia
Pago,22,Nov,Website,R$ 19000000 ,1,08:40,BE,Fndn. L5,A4,Equipe 2,Heitor
Pago,6,Nov,Televisão,R$ 20000000 ,1,08:40,CNI,Pre. L4,A1,Equipe 1,Samuel
Pago,1,Nov,Facebook,R$ 12000000 ,1,08:40,GK,Fndn. L5,A1,Equipe 1,Lorenzo
Pago,14,Nov,WhatsApp,R$ 25000000 ,1,08:40,GK,Fndn. L6,A1,Equipe 2,Helena
Pago,10,Nov,Televisão,R$ 7000000 ,2,08:40,GK,Pre. L4,B18,Equipe 1,Samuel
Pago,13,Dez,Facebook,R$ 19000000 ,2,08:40,BE,KJI. L4,C8,Equipe 1,Davi
Pago,16,Dez,Televisão,R$ 20000000 ,4,08:40,GK,Pre. L3,A2,Equipe 2,Laura
Pago,17,Dez,Facebook,R$ 21000000 ,6,08:40,GK,Fndn. L5,A2,Equipe 4,Theo
Pago,30,Ago,Website,R$ 38000000 ,2,08:40,BE,Pre. L3,A7,Equipe 2,Helena
Não pago,5,Jan,Televisão,R$ 0 ,4,08:40,,,B18,Equipe 2,Heitor
Não pago,10,Jul,WhatsApp,R$ 0 ,3,08:40,,,C8,Equipe 4,Theo
Não pago,12,Ago,WhatsApp,R$ 0 ,1,08:40,,,A1,Equipe 1,Samuel
Não pago,30,Set,WhatsApp,R$ 0 ,2,08:40,,,C8,Equipe 1,Davi
Não pago,30,Dez,Televisão,R$ 0 ,5,08:40,,,A1,Equipe 3,Sophia
Não pago,30,Dez,Google Ad,R$ 0 ,3,08:40,,,A4,Equipe 4,Bernardo
Não pago,5,Jan,Televisão,R$ 0 ,4,08:40,,,B18,Equipe 2,Heitor
Não pago,10,Jul,WhatsApp,R$ 0 ,3,08:40,,,C8,Equipe 4,Theo
Pago,26,Ago,Website,R$ 15000000 ,2,09:00,GK,Fndn. L3,A7,Equipe 1,Lucas
Pago,27,Set,Facebook,R$ 15000000 ,4,09:00,GK,Pre. L3,A4,Equipe 2,Helena
Pago,30,Set,Youtube,R$ 15000000 ,2,09:00,GK,KJI. L4,B12,Equipe 3,João
Pago,5,Out,Facebook,R$ 7000000 ,4,09:00,GK,Fndn. L5,A1,Equipe 1,Samuel
Pago,28,Out,Televisão,R$ 20000000 ,2,09:00,GK,Pre. L3,B13,Equipe 2,Laura
Pago,7,Out,Televisão,R$ 12000000 ,2,09:00,GK,KJI. L4,B18,Equipe 1,Lucas
Pago,20,Nov,Televisão,R$ 20000000 ,2,09:00,CNI,Fndn. L1,C8,Equipe 2,Helena
Pago,15,Nov,Youtube,R$ 12000000 ,3,09:00,GK,Pre. L4,A2,Equipe 1,Samuel
Pago,18,Nov,Televisão,R$ 12000000 ,1,09:00,GK,Pre. L3,A4,Equipe 2,Laura
Pago,3,Nov,WhatsApp,R$ 20000000 ,1,09:00,GK,Fndn. L1,B12,Equipe 1,Lorenzo
Não pago,11,Mar,Televisão,R$ 0 ,1,09:00,,,A1,Equipe 2,Laura
Não pago,30,Dez,WhatsApp,R$ 0 ,3,09:00,,,A1,Equipe 4,Bernardo
Não pago,27,Dez,Google Ad,R$ 0 ,1,09:00,,,B18,Equipe 3,Alice
Não pago,11,Mar,Televisão,R$ 0 ,1,09:00,,,A1,Equipe 2,Laura
Pago,31,Mai,Google Ad,R$ 12000000 ,4,09:12,GK,Pre. L3,A1,Equipe 2,Heitor
Pago,7,Set,Televisão,R$ 11000000 ,5,09:12,CNI,Fndn. L1,A2,Equipe 2,Laura
Pago,21,Out,Televisão,R$ 20000000 ,2,09:12,GK,Fndn. L3,A1,Equipe 2,Laura
Pago,8,Out,Televisão,R$ 15000000 ,1,09:12,GK,Pre. L4,A4,Equipe 1,Lorenzo
Pago,8,Out,WhatsApp,R$ 12000000 ,4,09:12,GK,Fndn. L1,B13,Equipe 3,Sophia
Pago,22,Nov,Website,R$ 7000000 ,1,09:12,GK,Fndn. L5,C8,Equipe 4,Bernardo
Pago,25,Nov,Televisão,R$ 15000000 ,3,09:12,GK,KJI. L4,A1,Equipe 1,Davi
Pago,7,Nov,Televisão,R$ 25000000 ,3,09:12,GK,Pre. L8,A7,Equipe 1,Lorena
Pago,1,Dez,Website,R$ 25000000 ,3,09:12,GK,Fndn. L1,A1,Equipe 3,João
Pago,17,Dez,Televisão,R$ 12000000 ,2,09:12,GK,Pre. L3,B12,Equipe 2,Laura
Pago,31,Mai,Google Ad,R$ 12000000 ,4,09:12,GK,Pre. L3,A1,Equipe 2,Heitor
Não pago,12,Ago,WhatsApp,R$ 0 ,3,09:12,,,B18,Equipe 4,Bernardo
Não pago,17,Nov,Website,R$ 0 ,1,09:12,,,B18,Equipe 3,Sophia
Não pago,14,Dez,Website,R$ 0 ,4,09:12,,,C8,Equipe 2,Helena
Pago,11,Jan,Facebook,R$ 38000000 ,1,09:15,BE,Fndn. L5,C8,Equipe 4,Bernardo
Pago,11,Fev,Televisão,R$ 25000000 ,1,09:15,GK,Fndn. L5,C8,Equipe 1,Davi
Pago,1,Jun,Google Ad,R$ 12000000 ,1,09:15,GK,Fndn. L5,B12,Equipe 2,Laura
Pago,29,Ago,Website,R$ 21000000 ,5,09:15,GK,KJI. L4,A1,Equipe 3,Sophia
Pago,30,Set,Facebook,R$ 12000000 ,4,09:15,GK,KJI. L4,A2,Equipe 1,Samuel
Pago,25,Out,Televisão,R$ 19000000 ,3,09:15,BE,Pre. L8,A1,Equipe 2,Heitor
Pago,10,Out,Televisão,R$ 11000000 ,5,09:15,CNI,Fndn. L5,B18,Equipe 2,Heitor
Pago,28,Out,Google Ad,R$ 7000000 ,1,09:15,GK,Pre. L3,A4,Equipe 1,Samuel
Pago,13,Nov,WhatsApp,R$ 20000000 ,5,09:15,GK,Pre. L8,A1,Equipe 2,Helena
Pago,3,Nov,Televisão,R$ 15000000 ,2,09:15,GK,Pre. L3,B13,Equipe 3,Sophia
Pago,11,Jan,Facebook,R$ 38000000 ,1,09:15,BE,Fndn. L5,C8,Equipe 4,Bernardo
Pago,11,Fev,Televisão,R$ 25000000 ,1,09:15,GK,Fndn. L5,C8,Equipe 1,Davi
Pago,1,Jun,Google Ad,R$ 12000000 ,1,09:15,GK,Fndn. L5,B12,Equipe 2,Laura
Pago,29,Ago,Website,R$ 21000000 ,5,09:15,GK,KJI. L4,A1,Equipe 3,Sophia
Não pago,13,Jan,Televisão,R$ 0 ,2,09:15,,,B12,Equipe 4,Bernardo
Não pago,29,Set,Website,R$ 0 ,2,09:15,,,B12,Equipe 2,Heitor
Não pago,30,Dez,Website,R$ 0 ,4,09:15,,,A1,Equipe 3,João
Não pago,13,Jan,Televisão,R$ 0 ,2,09:15,,,B12,Equipe 4,Bernardo
Pago,12,Jan,Facebook,R$ 12000000 ,3,09:36,GK,KJI. L4,A1,Equipe 3,Sophia
Pago,1,Jul,Website,R$ 25000000 ,1,09:36,GK,Fndn. L5,B12,Equipe 2,Helena
Pago,11,Set,Google Ad,R$ 7000000 ,2,09:36,GK,Pre. L3,C8,Equipe 4,Bernardo
Pago,12,Out,Televisão,R$ 38000000 ,3,09:36,BE,Pre. L3,B18,Equipe 2,Laura
Pago,28,Out,Google Ad,R$ 15000000 ,1,09:36,GK,Pre. L8,A2,Equipe 1,Davi
Pago,8,Out,Facebook,R$ 12000000 ,4,09:36,GK,Fndn. L5,C8,Equipe 2,Helena
Pago,11,Nov,Website,R$ 12000000 ,1,09:36,GK,Fndn. L1,B12,Equipe 2,Heitor
Pago,22,Nov,Facebook,R$ 20000000 ,4,09:36,GK,KJI. L4,A4,Equipe 1,Davi
Pago,12,Jan,Facebook,R$ 12000000 ,3,09:36,GK,KJI. L4,A1,Equipe 3,Sophia
Pago,1,Jul,Website,R$ 25000000 ,1,09:36,GK,Fndn. L5,B12,Equipe 2,Helena
Não pago,27,Set,Televisão,R$ 0 ,1,09:36,,,A2,Equipe 3,João
Não pago,3,Out,Televisão,R$ 0 ,1,09:36,,,A1,Equipe 1,Lorena
Não pago,11,Nov,Televisão,R$ 0 ,3,09:36,,,A4,Equipe 1,Davi
Não pago,10,Nov,Facebook,R$ 0 ,5,09:36,,,C8,Equipe 1,Lucas
Pago,12,Jun,Website,R$ 15000000 ,3,10:10,GK,Pre. L4,B18,Equipe 3,João
Pago,13,Ago,Televisão,R$ 15000000 ,1,10:10,GK,Pre. L2,A2,Equipe 2,Helena
Pago,11,Ago,Google Ad,R$ 7000000 ,3,10:10,GK,Pre. L3,A7,Equipe 1,Davi
Pago,7,Set,Facebook,R$ 12000000 ,4,10:10,GK,Fndn. L1,A4,Equipe 1,Lorena
Pago,9,Set,Website,R$ 15000000 ,4,10:10,GK,KJI. L4,A2,Equipe 3,Sophia
Pago,24,Set,Website,R$ 12000000 ,2,10:10,GK,Fndn. L1,C8,Equipe 2,Laura
Pago,28,Out,WhatsApp,R$ 20000000 ,1,10:10,GK,KJI. L4,A1,Equipe 1,Lorena
Pago,25,Out,Website,R$ 20000000 ,5,10:10,GK,Fndn. L3,B12,Equipe 2,Helena
Pago,29,Out,Website,R$ 12000000 ,2,10:10,GK,Pre. L2,C8,Equipe 2,Heitor
Pago,25,Dez,Televisão,R$ 20000000 ,1,10:10,CNI,Fndn. L6,B12,Equipe 4,Bernardo
Pago,12,Jun,Website,R$ 15000000 ,3,10:10,GK,Pre. L4,B18,Equipe 3,João
Pago,13,Ago,Televisão,R$ 15000000 ,1,10:10,GK,Pre. L2,A2,Equipe 2,Helena
Não pago,21,Set,Televisão,R$ 0 ,2,10:10,,,A2,Equipe 1,Samuel
Não pago,25,Nov,Website,R$ 0 ,2,10:10,,,B13,Equipe 2,Laura
Não pago,11,Nov,Facebook,R$ 0 ,2,10:10,,,B18,Equipe 1,Davi
Pago,1,Abr,Website,R$ 25000000 ,1,11:20,GK,KJI. L4,B12,Equipe 4,Theo
Pago,11,Abr,Google Ad,R$ 15000000 ,2,11:20,GK,Fndn. L3,B18,Equipe 3,João
Pago,4,Mai,Website,R$ 20000000 ,1,11:20,CNI,Pre. L3,A1,Equipe 2,Mathias
Pago,30,Set,Website,R$ 10000000 ,1,11:20,GK,Pre. L3,A7,Equipe 1,Arthur
Pago,14,Out,Televisão,R$ 19000000 ,2,11:20,BE,Fndn. L5,B18,Equipe 4,Theo
Pago,19,Out,Website,R$ 7000000 ,4,11:20,GK,Pre. L8,A2,Equipe 2,Mathias
Pago,3,Out,Televisão,R$ 12000000 ,2,11:20,GK,Fndn. L1,C8,Equipe 2,Heitor
Pago,3,Nov,Facebook,R$ 38000000 ,2,11:20,BE,Pre. L4,A2,Equipe 2,Helena
Pago,12,Nov,Google Ad,R$ 15000000 ,1,11:20,GK,Fndn. L5,C8,Equipe 1,Lorenzo
Pago,22,Nov,Televisão,R$ 12000000 ,3,11:20,GK,KJI. L4,A4,Equipe 1,Lucas
Pago,1,Abr,Website,R$ 25000000 ,1,11:20,GK,KJI. L4,B12,Equipe 4,Theo
Pago,11,Abr,Google Ad,R$ 15000000 ,2,11:20,GK,Fndn. L3,B18,Equipe 3,João
Pago,4,Mai,Website,R$ 20000000 ,1,11:20,CNI,Pre. L3,A1,Equipe 2,Mathias
Não pago,5,Out,Televisão,R$ 0 ,3,11:20,,,A1,Equipe 2,Helena
Não pago,10,Dez,Televisão,R$ 0 ,2,11:20,,,A4,Equipe 4,Theo
Não pago,10,Dez,Google Ad,R$ 0 ,2,11:20,,,A7,Equipe 1,Lorenzo
Pago,17,Jan,Website,R$ 38000000 ,4,12:45,BE,Fndn. L5,A2,Equipe 2,Helena
Pago,2,Mai,Televisão,R$ 25000000 ,1,12:45,GK,KJI. L4,C8,Equipe 1,Arthur
Pago,5,Ago,Televisão,R$ 20000000 ,3,12:45,CNI,Pre. L2,A2,Equipe 1,Samuel
Pago,11,Ago,Website,R$ 7000000 ,6,12:45,GK,Fndn. L5,B13,Equipe 2,Mathias
Pago,28,Set,Facebook,R$ 11000000 ,2,12:45,GK,Fndn. L5,B13,Equipe 1,Arthur
Pago,16,Set,Website,R$ 20000000 ,5,12:45,GK,KJI. L4,A4,Equipe 3,João
Pago,30,Set,Google Ad,R$ 10000000 ,1,12:45,GK,KJI. L4,B18,Equipe 4,Bernardo
Pago,8,Out,Website,R$ 19000000 ,4,12:45,BE,KJI. L4,B12,Equipe 4,Bernardo
Pago,17,Jan,Website,R$ 38000000 ,4,12:45,BE,Fndn. L5,A2,Equipe 2,Helena
Pago,2,Mai,Televisão,R$ 25000000 ,1,12:45,GK,KJI. L4,C8,Equipe 1,Arthur
Pago,5,Ago,Televisão,R$ 20000000 ,3,12:45,CNI,Pre. L2,A2,Equipe 1,Samuel
Não pago,22,Set,WhatsApp,R$ 0 ,3,12:45,,,A1,Equipe 2,Helena
Não pago,25,Out,WhatsApp,R$ 0 ,5,12:45,,,B12,Equipe 1,Arthur
Não pago,16,Nov,Televisão,R$ 0 ,3,12:45,,,A2,Equipe 4,Bernardo
Não pago,30,Nov,Facebook,R$ 0 ,5,12:45,,,B18,Equipe 2,Laura
Não pago,1,Dez,Website,R$ 0 ,2,12:45,,,B13,Equipe 2,Heitor
Pago,13,Fev,Facebook,R$ 7000000 ,6,12:55,GK,Pre. L2,A2,Equipe 4,Theo
Pago,10,Abr,Google Ad,R$ 15000000 ,1,12:55,GK,Pre. L3,A1,Equipe 1,Lorena
Pago,9,Jul,Televisão,R$ 11000000 ,1,12:55,CNI,KJI. L4,A2,Equipe 1,Lucas
Pago,21,Set,Televisão,R$ 38000000 ,3,12:55,BE,Fndn. L1,B13,Equipe 2,Laura
Pago,30,Set,WhatsApp,R$ 15000000 ,5,12:55,GK,KJI. L4,C8,Equipe 2,Bruno
Pago,13,Out,Televisão,R$ 38000000 ,1,12:55,BE,Fndn. L6,C8,Equipe 4,Bernardo
Pago,2,Out,Televisão,R$ 10000000 ,5,12:55,GK,KJI. L4,A1,Equipe 1,Lorenzo
Pago,4,Out,Website,R$ 20000000 ,2,12:55,GK,Fndn. L5,A1,Equipe 3,Sophia
Pago,6,Out,WhatsApp,R$ 12000000 ,2,12:55,GK,Pre. L3,A1,Equipe 2,Heitor
Pago,23,Out,Youtube,R$ 15000000 ,1,12:55,GK,Fndn. L3,C8,Equipe 1,Samuel
Pago,8,Out,WhatsApp,R$ 12000000 ,2,12:55,GK,Fndn. L1,A4,Equipe 1,Arthur
Pago,1,Out,Website,R$ 12000000 ,2,12:55,GK,KJI. L4,B12,Equipe 2,Heitor
Pago,20,Out,WhatsApp,R$ 21000000 ,2,12:55,GK,Pre. L3,B12,Equipe 1,Lorenzo
Pago,11,Nov,Facebook,R$ 12000000 ,1,12:55,GK,Fndn. L5,A7,Equipe 1,Arthur
Pago,3,Nov,Youtube,R$ 25000000 ,1,12:55,GK,Pre. L8,B12,Equipe 2,Laura
Pago,30,Dez,WhatsApp,R$ 19000000 ,2,12:55,BE,Fndn. L5,B18,Equipe 2,Bruno
Pago,28,Dez,WhatsApp,R$ 20000000 ,1,12:55,CNI,Fndn. L5,A2,Equipe 4,Theo
Pago,1,Dez,Televisão,R$ 25000000 ,3,12:55,GK,Pre. L8,A1,Equipe 4,Theo
Pago,30,Dez,Website,R$ 7000000 ,1,12:55,GK,Pre. L3,A1,Equipe 1,Lorena
Pago,13,Fev,Facebook,R$ 7000000 ,6,12:55,GK,Pre. L2,A2,Equipe 4,Theo
Pago,10,Abr,Google Ad,R$ 15000000 ,1,12:55,GK,Pre. L3,A1,Equipe 1,Lorena
Pago,9,Jul,Televisão,R$ 11000000 ,1,12:55,CNI,KJI. L4,A2,Equipe 1,Lucas
Não pago,11,Fev,Facebook,R$ 0 ,2,12:55,,,B18,Equipe 2,Laura
Não pago,12,Mar,Televisão,R$ 0 ,2,12:55,,,B18,Equipe 3,Sophia
Não pago,30,Set,Facebook,R$ 0 ,2,12:55,,,C8,Equipe 1,Arthur
Não pago,14,Out,Youtube,R$ 0 ,2,12:55,,,A7,Equipe 3,Sophia
Não pago,18,Nov,Facebook,R$ 0 ,2,12:55,,,A1,Equipe 4,Theo
Não pago,24,Nov,WhatsApp,R$ 0 ,2,12:55,,,A7,Equipe 2,Heitor
Não pago,9,Dez,Televisão,R$ 0 ,1,12:55,,,A4,Equipe 2,Laura
Não pago,11,Fev,Facebook,R$ 0 ,2,12:55,,,B18,Equipe 2,Laura
Não pago,12,Mar,Televisão,R$ 0 ,2,12:55,,,B18,Equipe 3,Sophia
